smiles,mwt,logp_rdkit,qed,sascore,hba(NO),hbd(NHOH),plogp,cycle_score,heavy_atom_count
CC(C)C(C)F,90.084478572,2.0004,0.4616490087248789,2.6964951576670586,0,0,-2.205754280090332,0,6
C=S(C)CCC,104.065971384,1.7271,0.46792979807960816,4.394005926897827,0,0,-2.4038217067718506,0,6
C=C(C)CCS,102.05032132,1.8824,0.39921186914767726,3.287859779055392,1,1,-2.4393117427825928,0,6
C#CCCCC,82.07825032,1.8098,0.35180438170232986,2.5250382405938527,0,0,-1.8146100044250488,0,6
C#CCCCC,82.07825032,1.8098,0.35180438170232986,2.5250382405938527,0,0,-1.8146100044250488,0,6
C=C(C)C(C)CC,98.109550448,2.608600000000001,0.46558550890495903,3.1002542592533917,0,0,-1.2233517169952393,0,7
C=C(C)C(C)CC,98.109550448,2.608600000000001,0.46558550890495903,3.1002542592533917,0,0,-1.2233517169952393,0,7
C=CCCC(=C)C,96.093900384,2.5287000000000006,0.4734655550980151,2.760338971139463,0,0,-1.4694846868515015,0,7
CCC(O)C(C)C,102.104465068,1.4133,0.5586305568134092,2.7706343497511305,1,1,-2.3338451385498047,0,7
C=C(C)CC(C)C,98.109550448,2.608600000000001,0.4655855089049589,2.496878790143988,0,0,-1.2233517169952393,0,7
C#CC(C#C)CC,92.062600256,1.279,0.42727530193151364,4.444746663447157,0,0,-1.5860035419464111,0,7
C=C(C)CCCC,98.109550448,2.752700000000001,0.47599531368341325,2.1773697403702315,0,0,-1.2785197496414185,0,7
C=S1CCCC1,102.05032132,1.4810999999999999,0.40634014830249676,4.842762222494305,0,0,-2.1367146968841553,0,6
C=[SH]1(C)CC(C)C1,118.08162144799999,1.2348000000000001,0.35885336547736363,5.7073457584697795,0,1,-2.547353744506836,0,7
CC#CCC(C)(C)C,110.109550448,2.445900000000001,0.4200570322997072,3.2031637149303034,0,0,-1.0219593048095703,0,8
C=C(C)C1CC1C,96.093900384,2.2184999999999997,0.43894771445303954,3.37179781251601,0,0,-1.0831736326217651,0,7
C#CCC(C)(C)CC,110.109550448,2.445900000000001,0.47884597184478034,3.2486206380072264,0,0,-1.0219594240188599,0,8
C=[SH]CCCCCC,132.097271512,2.464200000000001,0.3314404737574976,3.962481756888346,0,1,-1.831512212753296,0,8
C#CCCC(C)(C)C,110.109550448,2.445900000000001,0.45470145692890546,2.943347561084149,0,0,-1.0219593048095703,0,8
CC1=CCCCC1,96.093900384,2.5067000000000004,0.4063379244355816,2.3704458942163864,0,0,-1.2207168340682983,0,7
C=C(C)C(C)CCC,112.12520051199999,2.9987000000000013,0.49221715064516386,2.931640632003509,0,0,-0.8460779786109924,0,8
C=C(C)C(C)(C)CC,112.12520051199999,2.9987000000000013,0.4816019169622866,2.8889536744444744,0,0,-0.8793968558311462,0,8
C=S1CC1(C)CC,116.065971384,1.8696,0.36222360222423555,5.342919984461711,0,0,-1.7856738567352295,0,7
CC1(C)CC=CC1,96.093900384,2.3626000000000005,0.40598721941538585,3.184877027819625,0,0,-1.2041245698928833,0,7
C#CCC(C)(C)CC,110.109550448,2.445900000000001,0.47884597184478034,3.2486206380072264,0,0,-1.0219594240188599,0,8
CCCCC(C)CC,114.14085057599999,3.2227000000000023,0.5261016802172799,2.247923489146366,0,0,-0.8193121552467346,0,8
CCCC(=O)C(C)C,114.104465068,2.0116,0.5481896504339717,2.081029868776458,1,0,-2.04571533203125,0,8
CCC(C)(F)C(C)C,118.11577869999999,2.7806000000000015,0.5226893650414565,3.4054858951614033,0,0,-1.4504594802856445,0,8
